,model_name,loss,r^2,mse,mae,true_values,pred_values,train_r^2,train_mse,train_mae,train_true_values,train_pred_values
143,168_C[C@@H]1C[C@@H]1N_C[C@@H]1C[C@@H]1N,0.027777565643191338,,0.028,0.167,[9.149999618530273],[9.316665649414062],0.967,0.208,0.366,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.839566707611084, 3.9656453132629395, 4.212034225463867, 4.212034225463867, 3.48268985748291, 6.377511978149414, 6.943595886230469, 6.949417591094971, 7.871793270111084, 7.141713619232178, 8.088130950927734, 7.872872352600098, 8.931083679199219, 7.615908622741699, 8.259869575500488, 9.740528106689453, 9.727598190307617, 9.537938117980957, 9.771452903747559, 10.377082824707031, 10.265337944030762, 10.474540710449219, 10.439245223999023, 3.6547513008117676, 3.4196949005126953, 4.235350131988525, 4.315669059753418, 4.3005194664001465, 3.928236961364746, 4.535562515258789]"
144,111_FCC1CCCCN1_C1CCNCC1,0.09106595069169998,0.858,0.091,0.286,"[11.119999885559082, 9.520000457763672]","[10.738388061523438, 9.711061477661133]",0.993,0.041,0.165,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.060401439666748, 4.460349082946777, 4.460349082946777, 3.3626365661621094, 6.299070358276367, 6.1431450843811035, 6.16506814956665, 7.377854824066162, 7.576741695404053, 7.7568159103393555, 7.707436561584473, 8.712145805358887, 8.303919792175293, 8.652063369750977, 9.372272491455078, 9.654959678649902, 9.616180419921875, 10.002307891845703, 10.04037094116211, 10.362590789794922, 11.060997009277344, 11.053507804870605, 3.8064513206481934, 3.318174362182617, 4.257722854614258, 4.2960028648376465, 4.442244052886963, 4.364520072937012, 4.645932674407959]"
145,113_FCC1CCCN1_C1CCNC1,0.2891564667224884,0.609,0.289,0.459,"[11.270000457763672, 9.550000190734863]","[10.53111457824707, 9.729890823364258]",0.985,0.093,0.24,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9999921321868896, 4.299176216125488, 4.299176216125488, 3.287574291229248, 6.246167182922363, 6.43183708190918, 6.437882900238037, 7.5054755210876465, 7.438706398010254, 7.754879474639893, 7.77771520614624, 8.752910614013672, 7.967352390289307, 8.51859188079834, 9.424209594726562, 9.753937721252441, 9.571297645568848, 9.899845123291016, 10.247467994689941, 10.28181266784668, 10.835783004760742, 10.81269645690918, 3.6762096881866455, 3.193927764892578, 4.29612398147583, 4.286330223083496, 4.401620864868164, 4.191779613494873, 4.627241134643555]"
146,116_FCC1CCN1_C1CNC1,0.22589077055454254,0.619,0.226,0.421,"[11.210000038146973, 9.670000076293945]","[10.568817138671875, 9.468341827392578]",0.98,0.121,0.28,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9856810569763184, 4.3259501457214355, 4.3259501457214355, 3.3443193435668945, 6.25283670425415, 6.621349811553955, 6.635100364685059, 7.588571548461914, 7.351745128631592, 7.872961044311523, 7.765933990478516, 8.856743812561035, 7.809269905090332, 8.358985900878906, 9.39280891418457, 9.698955535888672, 9.666586875915527, 9.90365982055664, 10.260725975036621, 10.280606269836426, 10.755570411682129, 10.729183197021484, 3.634974241256714, 3.195080280303955, 4.309673309326172, 4.343902587890625, 4.394090175628662, 4.056850910186768, 4.5822529792785645]"
147,158_NC1CC2(C1)CC(F)C2_NC1CC2(CCC2)C1,0.40326470136642456,-9.082,0.403,0.612,"[10.210000038146973, 9.8100004196167]","[9.429486274719238, 9.365784645080566]",0.933,0.409,0.474,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9810879230499268, 4.143155574798584, 4.143155574798584, 3.6928961277008057, 6.528081893920898, 7.350421905517578, 7.361423969268799, 7.876628875732422, 7.087525844573975, 8.385591506958008, 8.127403259277344, 9.066065788269043, 6.9537882804870605, 8.301220893859863, 9.135954856872559, 9.615808486938477, 9.606280326843262, 9.400943756103516, 10.415407180786133, 10.285173416137695, 9.991939544677734, 9.924596786499023, 3.807569742202759, 3.631983518600464, 4.184632778167725, 4.267005443572998, 4.19104528427124, 3.9101099967956543, 4.400475025177002]"
148,134_FC(F)(F)C1CCNCC1_C1CCNCC1,0.426006555557251,0.262,0.426,0.627,"[11.119999885559082, 9.600000381469727]","[10.674836158752441, 10.408605575561523]",0.991,0.054,0.19,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.047946929931641, 4.423041343688965, 4.423041343688965, 3.4247450828552246, 6.288440704345703, 6.272479057312012, 6.273499488830566, 7.525691509246826, 7.46256685256958, 7.785294055938721, 7.712515830993652, 8.776971817016602, 8.158742904663086, 8.514156341552734, 9.46471881866455, 9.702540397644043, 9.672493934631348, 9.57823657989502, 9.940218925476074, 10.233078956604004, 10.9813871383667, 10.951130867004395, 3.6829662322998047, 3.2473440170288086, 4.321000576019287, 4.3259687423706055, 4.406527996063232, 4.231583595275879, 4.6307549476623535]"
149,156_CCCCN_CCCCN,0.11029035598039627,,0.11,0.332,[10.5],[10.167900085449219],0.907,0.554,0.56,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.994042158126831, 4.017328262329102, 4.090312480926514, 4.090312480926514, 3.8147475719451904, 6.7225341796875, 7.559375286102295, 7.567245960235596, 7.983295440673828, 7.196682453155518, 8.82893180847168, 8.651144981384277, 9.124137878417969, 6.9681620597839355, 8.327483177185059, 9.112255096435547, 9.39600944519043, 9.390318870544434, 9.284499168395996, 9.452147483825684, 10.117074012756348, 9.60391902923584, 9.540637016296387, 3.8824427127838135, 3.767038583755493, 4.147456645965576, 4.19019079208374, 4.157097816467285, 3.9434187412261963, 4.317326068878174]"
150,69_CC12CCC(CC1)CN2_CC12CCC(CC1)CN2,0.9568957090377808,,0.957,0.978,[11.270000457763672],[10.291790008544922],0.974,0.151,0.313,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.8550143241882324, 4.012470245361328, 4.287460803985596, 4.287460803985596, 3.43911075592041, 6.332988739013672, 6.698426246643066, 6.711054801940918, 7.747051239013672, 7.258261203765869, 7.9601216316223145, 7.839905261993408, 8.872316360473633, 7.7218708992004395, 8.34077262878418, 9.307132720947266, 9.805063247680664, 9.785138130187988, 9.616572380065918, 9.892451286315918, 10.406381607055664, 10.194418907165527, 10.269890785217285, 3.6331896781921387, 3.382739543914795, 4.259827613830566, 4.35067892074585, 4.337012767791748, 4.0277099609375, 4.60381555557251]"
151,74_CC12CCCC(CN1)C2_CC12CCCC(CN1)C2,0.029232032597064972,,0.029,0.171,[10.989999771118164],[10.819025993347168],0.988,0.07,0.222,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.8420708179473877, 4.0135345458984375, 4.417849540710449, 4.417849540710449, 3.3402106761932373, 6.285431861877441, 6.305710792541504, 6.321724891662598, 7.5341796875, 7.450355529785156, 7.798879623413086, 7.733499526977539, 8.676125526428223, 8.12119197845459, 8.586088180541992, 9.377705574035645, 9.716044425964355, 9.665183067321777, 9.576275825500488, 9.998167037963867, 10.159025192260742, 10.32575511932373, 10.839033126831055, 3.6932616233825684, 3.217487096786499, 4.296714782714844, 4.299901008605957, 4.449472427368164, 4.261716842651367, 4.691642761230469]"
152,53_O=C(O)C1CC12CC2(F)F_O=C(O)C1CC12CC2,0.2742311358451843,-0.899,0.274,0.449,"[3.8499999046325684, 4.610000133514404]","[3.6715052127838135, 3.891249895095825]",0.955,0.27,0.399,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.380000114440918]","[3.845324754714966, 3.9468846321105957, 4.168938159942627, 4.168938159942627, 3.514253616333008, 6.489274024963379, 7.100349426269531, 7.110193252563477, 7.800339698791504, 7.103712558746338, 8.084390640258789, 7.923923969268799, 8.96418571472168, 7.310217380523682, 8.208854675292969, 9.233455657958984, 9.707624435424805, 9.69655990600586, 9.505387306213379, 9.680240631103516, 10.491133689880371, 10.215989112854004, 10.321340560913086, 10.278039932250977, 3.4743893146514893, 4.193914413452148, 4.293182373046875, 4.243564128875732, 4.537677764892578]"
153,38_O=C(O)C12CC(CO1)C2_O=C(O)C12CC(CO1)C2,0.040290843695402145,,0.04,0.201,[3.5899999141693115],[3.3892741203308105],0.969,0.189,0.348,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.8137640953063965, 3.951740264892578, 4.240944862365723, 4.240944862365723, 3.404839515686035, 6.364329814910889, 6.8573994636535645, 6.861473560333252, 7.709601879119873, 7.204056262969971, 8.02131462097168, 7.862362861633301, 8.912332534790039, 7.60939359664917, 8.298469543457031, 9.322660446166992, 9.742586135864258, 9.728504180908203, 9.524808883666992, 9.807455062866211, 10.418316841125488, 10.220422744750977, 10.483776092529297, 10.447021484375, 3.6254448890686035, 4.2838921546936035, 4.33341121673584, 4.364837646484375, 4.0198869705200195, 4.487882614135742]"
154,22_O=C(O)C1CCCC(F)(F)C1_O=C(O)C1CCCCC1,0.038621705025434494,0.656,0.039,0.183,"[4.849999904632568, 4.179999828338623]","[4.596064567565918, 4.292961120605469]",0.988,0.072,0.223,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.018826484680176, 4.409579753875732, 4.409579753875732, 3.35844087600708, 6.297469139099121, 6.279117584228516, 6.29049015045166, 7.491106033325195, 7.452466011047363, 7.840073585510254, 7.759705543518066, 8.700279235839844, 8.043848037719727, 8.592009544372559, 9.359634399414062, 9.684662818908691, 9.659247398376465, 9.512182235717773, 9.985645294189453, 10.251394271850586, 10.288411140441895, 10.908474922180176, 10.892784118652344, 3.6475181579589844, 3.280651330947876, 4.3495097160339355, 4.417149543762207, 4.223182201385498, 4.654155254364014]"
155,3_O=C(O)[C@@H]1C[C@@H]2C[C@@H]2C1_O=C(O)[C@@H]1C[C@@H]2C[C@@H]2C1,0.00223678071051836,,0.002,0.047,[4.239999771118164],[4.192705154418945],0.917,0.509,0.54,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.971186876296997, 4.004275321960449, 4.088720798492432, 4.088720798492432, 3.8315088748931885, 6.617351055145264, 7.467396259307861, 7.4765520095825195, 7.887203693389893, 7.2237982749938965, 8.714051246643066, 8.58558177947998, 9.065311431884766, 7.0016021728515625, 8.268418312072754, 9.130308151245117, 9.444809913635254, 9.437332153320312, 9.30632495880127, 9.455933570861816, 10.154976844787598, 10.257216453552246, 9.645161628723145, 9.583996772766113, 3.916015625, 3.7724411487579346, 4.190850734710693, 4.200680255889893, 4.01096248626709, 4.270160675048828]"
156,34_O=C(O)C1CC2(CC(F)C2)C1_O=C(O)C1CC2(CCC2)C1,0.10098231583833694,-9.098,0.101,0.302,"[4.590000152587891, 4.389999866485596]","[4.188751697540283, 4.18760347366333]",0.926,0.452,0.505,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.610000133514404, 4.380000114440918]","[3.9879798889160156, 4.094959259033203, 4.094959259033203, 3.7718605995178223, 6.547465801239014, 7.4195451736450195, 7.42872428894043, 7.951429843902588, 7.240861892700195, 8.41247272491455, 8.37136459350586, 9.070337295532227, 7.01430606842041, 8.210217475891113, 9.171417236328125, 9.521197319030762, 9.511835098266602, 9.342644691467285, 9.516912460327148, 10.271589279174805, 10.286724090576172, 9.84207820892334, 9.789960861206055, 3.853773593902588, 3.7401070594787598, 4.168539047241211, 4.190283298492432, 3.950389862060547, 4.253587245941162]"
